type,id,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,email,name,opening_hours,operator,phone,service:bicycle:ebike,service:bicycle:parts,service:bicycle:repair,shop,website,id_prop,created_by,service:bicycle:retail,service:bicycle:second_hand,addr:country,service:bicycle:bike,service:bicycle:cleaning,service:bicycle:clothing,service:bicycle:dealer,service:bicycle:mtb,service:bicycle:service,service:bicycle:tools,image,payment:credit_cards,payment:debit_cards,service:bicycle:pump,wheelchair,amenity,check_date:opening_hours,contact:email,fax,level,service:bicycle:rental,addr:housename,addr:housenumber:old,addr:street:old,designation,source,addr:place,service:bicycle:diy,contact:fax,contact:phone,addr:floor,payment:cash,check_date:currency:XBT,currency:XBT,description,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:bicycle,service:bicycle:chain_tool,service:bicycle:sales,contact:website,check_date:service:bicycle:retail,addr:suburb,commons,repair,atm,vending,vending_machine,payment:mastercard,alt_name,brand,brand:wikidata,brand:wikipedia,note,payment:american_express,payment:diners_club,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:unionpay,payment:visa,bicycle,information,map_size,map_type,mtb,tourism,entrance,ele,at_bev:addr_date,mobile,start_date,compressed_air,contact:facebook,contact:instagram,contact:mobile,contact:name,payment:contactless,phone:mobile,check_date:service:bicycle:pump,service,payment:cards,payment:coins,payment:notes,identity,provides,source:date,toilets:wheelchair,fixme,service:bicycle:sportswear,advertising,cafe,old_name,poster,barrier,nobrand,payment:app,payment:apple_pay,addr:unit,payment:account_cards,opening_hours:signed,step_count,addr:door,payment:v_pay,service:bicycle:bicycle_sales_and_service,UID,opening_hours:url,service:bicycle:cargobike,not:brand:wikidata,ref:vatin,internet_access,second_hand,parts,official_name,service:bicycle:rental:electric_mtb,service:bicycle:rental:mtb,service:bicycle:rims,service:bicycle:wheels,service:bicycle:emtb,service:bicycle:screwdriver,currency:EUR,payment:girocard,payment:visa_debit,service:bicycle:chaintool,service:bicycle:service_case,service:bicycle:stand,service:bicycle:suspension,service:bicycle:suspension_service,service:bicycle:wash,stroller,operator:wikidata,service:bicycle:charging,bicycle:rental,alt_name:de,payment:credit_card,trade,bicycle:type,addr:hamlet,url,building:levels,addr:flats,air_conditioning,service:bicycle:spare_parts,toilets,rental,internet_access:fee,fee,contact:whatsapp,internet,payment:paypal,service:bicycle:tuning,sport,branch,check_date:service:bicycle:repair,toilets:access,toilets:fee,toilets:gender_segregated,access,opening_date,service:bicycle:accessories,instagram,capacity,operator:type,bicycle_rental,payment:qr_code,changing_table,dog,handwashing:soap,toilets:handwashing,toilets:paper_supplied,toilets:position,geometry
Feature,node/6552309566,Bad Schallerbach,10,4701,Linzer Straße,,,Radsache,"Mo, Fr 09:00-12:00, 15:00-19:00; Tu, We, Th 18:00-20:00; Sa ""flexible Termine""",,+43 664 75077424,,,,bicycle,https://radsache.jimdo.com/,node/6552309566,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.9224538,48.2301881]}"
Feature,node/6576348579,,,,,,,Uran Bike Shop,"Mo-Fr 09:00-12:00, Sa 09:00-13:00, Mo-Fr 13:00-18:00",Werner Uran,,yes,yes,yes,bicycle,,node/6576348579,,yes,,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.038045,46.614239]}"
Feature,node/6629905321,Wien,136,1200,Dresdner Straße,2022-06-09,info@der-drehmoment.at,der drehmoment,Mo-Fr 14:00-19:00; PH off,,+43 660 3695117,,,,bicycle,https://der-drehmoment.at,node/6629905321,,yes,yes,,,,,,,yes,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3877512,48.2294151]}"
Feature,node/6727820749,,,,,,,Velomove,Mo-Fr 10:00-17:00,,,,,,bicycle,,node/6727820749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.velomove.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.5483217,48.1997418]}"
Feature,node/6737947094,Oberndorf an der Melk,2,3281,Wieselburger-Straße,,,Reifen Weichberger,,,,,,,bicycle,,node/6737947094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 7483 7000,,,,,,,,,,,,,http://www.weichberger.at/cms/oberndorf-an-der-melk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.216184,48.0657362]}"
Feature,node/6739815764,Bad Deutsch-Altenburg,3,2405,Neustiftgasse,,office@raditaeten.at,raditäten,,Roman Spatzierer,+43 676 671 3 040,,,yes,bicycle,https://www.raditäten.at/,node/6739815764,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.raditaeten.at,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.906351,48.1340637]}"
Feature,node/6796452710,Wien,24,1160,Herbststraße,2026-04-29,werkstatt@radlfriseur.at,Radlfriseur,"Tu-Fr 09:00-12:00, 14:00-18:00; Sa 08:00-12:00; PH off",,+43 660 681 68 33,,,,bicycle,https://www.radlfriseur.at/,node/6796452710,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3319315,48.2057463]}"
Feature,node/6898844371,Schwaz,13,6130,Tannenberggasse,,,Probike Schwaz,"Tu-Fr 08:30-12:30, 14:00-18:00; Sa 08:00-12:00",Pro-Bike Kreidl eU,+43 5242 66661,,,,bicycle,https://www.probike.at,node/6898844371,,,,AT,,,,,,,,,,,,,,,,,,,,,,,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATU69153257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.7095048,47.3473829]}"
Feature,node/7005985089,Linz,52,4020,Goethestraße,,,Bike Discounter,Mo-Fr 09:00-18:30; Sa 10:00-16:00,,+43 660 1453660,,,yes,bicycle,https://www.bike-discounter.at/,node/7005985089,,yes,yes,AT,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2994785,48.2979909]}"
Feature,node/7056724590,Wien,11,1020,Bruno-Marek-Allee,,office@starbike.at,Star Bike,"Mo,Tu,Th,Fr 10:00-18:00; Sa 09:00-13:00",,+43 1 2198560,,,yes,bicycle,https://www.starbike.at,node/7056724590,,yes,,,,,,,,,,,,,yes,limited,,2026-04-20,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3926493,48.2267809]}"
Feature,node/7083940100,,,,,,,The E-Bike Store,"Mo-Fr 08:30-12:30,15:00-18:30",,+43 699 10526204,,,yes,bicycle,https://www.e-bikestore.at/,node/7083940100,,yes,no,,,,,,,,,,yes,yes,yes,yes,,2026-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.3876885,47.2662677]}"
Feature,node/7103158130,Linz,22,4020,Museumsstraße,,,Zum Rostigen Esel,"Mo-Fr 10:00-13:00, 14:00-18:00",Zum Rostigen Esel OG,+43 732 774940,,,yes,bicycle,https://www.rostigeresel.at/,node/7103158130,,,yes,,,,,,,,yes,,,,yes,,,,kontakt@rostigeresel.at,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rostiger Esel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.295565,48.3063277]}"
Feature,node/7149757716,Schwechat,3,2320,Rathausplatz,,,Zoneextreme,Mo-Fr 09:00-19:00,Zoneextreme.eu,,,,yes,bicycle,http://www.zoneextreme.eu/zone,node/7149757716,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4760941,48.1403918]}"
Feature,node/7178678987,Micheldorf,11,4563,Kollingerfeld,,office@bike-sport.at,BikeSport,"Mo,Tu,Th,Fr 08:30-12:30, 14:00-18:00; We,Sa 08:30-12:30",,+43 7582 61314,,,,bicycle,https://www.bike-sport.at/,node/7178678987,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.1279661,47.8890536]}"
Feature,node/7194123887,Ottensheim,13,4100,Linzer Straße,,hallo@deinrad.at,DEINRAD,"Mo-Fr 09:00-13:00,14:00-18:00",,+43 7234 21502,,,yes,bicycle,https://www.deinrad.at/,node/7194123887,,yes,,AT,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.1772788,48.3321619]}"
Feature,node/7222726632,Dornbirn,7,6850,Eisengasse,,,VORRADELN,"Tu-Fr 10:00-12:00, Sa 10:00-13:00, Tu-Fr 14:00-18:00",Vorradeln Eric Poscher-Mika,+43557240204,yes,,yes,bicycle,https://vorradeln.at,node/7222726632,,yes,yes,,,,,yes,,yes,yes,,,,yes,,,,,,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.7433988,47.4148783]}"
Feature,node/7264788707,,,,,,,Bikebox,,,,,,,bicycle,https://www.diebikebox.com/,node/7264788707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.5082404,47.2806051]}"
Feature,node/7314732114,,,,,,,BF-Motion e.U.,,,,,,,bicycle,,node/7314732114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrräder und Fahrradtechnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.5250497,48.2092769]}"
Feature,node/7321540238,Wien,81,1120,Hetzendorfer Straße,2022-08-16,,Fahrradwerkstatt Flickschuh,"Mo,Tu,Th,Fr 08:30-12:00,14:30-18:30; Sa 09:30-17:00; PH off",Heinrich Flickschuh,,,,yes,bicycle,https://flickschuh.wien/,node/7321540238,,yes,yes,,,no,,,,,,,,,yes,,,,,,0,no,,,,,,,no,,+43 650 4842222,,,,,,,,,,,,,https://fahrradwerkstatt.flickschuh.wien/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3083255,48.1672561]}"
Feature,node/7354285412,Fürstenfeld,6,8280,Hauptplatz,,roch-2rad@aon.at,Zweiradcenter Roch,"Mo-Fr 08:30-12:00,14:30-18:00; Sa 08:30-12:00; Su,PH off",Andi Innerkofler,+43 338 255500,,yes,yes,bicycle,https://www.zweirad-roch.at,node/7354285412,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.0767726,47.051418]}"
Feature,node/7397494960,,,,,,,Bikecenter Geiger,,,,,,,bicycle,,node/7397494960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.0128884,47.1644403]}"
Feature,node/7438310492,Wagna,33,8435,Leitringer Hauptstraße,,,bikee Ebike Schmiede GmbH,Mo-Fr 08:30-18:00,,+43 650 84 93 566,,,,bicycle,https://www.bikee.at,node/7438310492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.5673176,46.7752514]}"
Feature,node/7459249216,Vösendorf,10,2331,Triester Straße,,,Zweirad-Center Stadler,,,+43 1 6091840,,,,bicycle,,node/7459249216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://shop.zweirad-stadler.de/Wien/,,,,,,,,,,Bulls;Cannondale;Kona;Scott;Cervelo;Beany;Dynamics;Mongoose;Tecnobike;KTM;Pegasus;Kalkhoff;Triumph;Exte;Electra;Gazelle;i:SY;Puky,Q27225809,de:Zweirad-Center Stadler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3166714,48.1202836]}"
Feature,node/7464971804,Wien,14/K6-7,1230,Gorskistraße,,,SG Velo,,,,,,,bicycle,https://www.sgvelo.at/,node/7464971804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3543739,48.1418708]}"
Feature,node/7465008581,Wien,40,1060,Stumpergasse,,,Bottega Veloce,Mo-Fr 09:00-19:00; Sa 09:00-18:00,Samuel Kermann,+43660 5586499,,,yes,bicycle,,node/7465008581,,,,,,,,,,yes,,,,,no,,,2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3443603,48.1941665]}"
Feature,node/7465009109,,209,,Oberlaaer Straße,,,Das Rad,Mo-Fr 10:00-18:00; Sa 09:00-12:00,,+43 660 1487 056,,,yes,bicycle,,node/7465009109,,,,,,,,,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3852604,48.1422123]}"
Feature,node/7465010019,,1,,Stadlergasse,,,Cycle Factory 1130,,,,,,,bicycle,https://www.cycle-factory.at,node/7465010019,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.2853308,48.1814311]}"
Feature,node/7519822352,Wartberg an der Krems,19/2,4552,Hauptstraße,,,BIKE-MASTER,Mo 14:00-18:00; Tu 14:00-16:00; We 14:00-18:00; Th off; Fr 14:00-18:00; Sa 09:00-12:00; PH off; Su off;,,,yes,yes,yes,bicycle,,node/7519822352,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.1168819,47.9895696]}"
Feature,node/7624013291,,,,,,,,,,,,,,bicycle,,node/7624013291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.8068941,47.9207999]}"
Feature,node/7624163337,,,,,,,more than bike,,,,,,yes,bicycle,,node/7624163337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.053773,48.3303552]}"
Feature,node/7689389969,Berndorf,7,2560,Hainfelder Straße,,,Ka|Velo,"Mo-We,Fr-Sa 09:00-12:00; Mo-We,Fr 14:00-18:00",,,,,,bicycle,,node/7689389969,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 660 125 78 70,,,,,,,,,,,,,https://www.kavelo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.1094888,47.9468265]}"
Feature,node/7760596535,Fernitz,1,8072,Peter Rosegger Straße,2025-04-02,,Fahrradladen Fernitz,"Mo,Sa 09:00-13:00; Tu-Fr 09:00-18:00; Su off",Karl Maier,,,,yes,bicycle,,node/7760596535,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,+43 664 88105510,,,,,,,,,yes,,,,http://www.fahrradservice-fernitz.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4974076,46.9723384]}"
Feature,node/7764988424,Linz,10,4040,Leonfeldner Straße,,,HG bike & race GmbH,Mo-Fr 09:00-18:00; Sa 08:30-12:30,,,,,yes,bicycle,,node/7764988424,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.283448,48.3186756]}"
Feature,node/7804198538,Kössen,28,6345,Außerkapelle,,info@inn-bike.at,Inn-Bike Kössen,"Mo,Tu,Th,Fr 10:00-12:00; Mo,Tu,Th,Fr 14:00-18:00; Sa 09:00-12:30",,+43537520587,,,yes,bicycle,,node/7804198538,,yes,yes,AT,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,"Inn-Bike Kössen, Ladengeschäft mit persönlicher Beratung, Click & Collect, Werkstatt für Reparaturen und Services, Wertgarantie Fahrradversicherung, Beratung Dienstradleasing, Beratung Finanzierung, Bike Fitting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Außerkapelle,www.inn-bike.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.3845058,47.660926]}"
Feature,node/7834802092,,,,,,,Fahrrad Lab,,,,,,,bicycle,,node/7834802092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4015398,48.2590716]}"
Feature,node/7843396022,Wien,24,1030,Neulinggasse,,,Fahrradtechnik Johannes Neugebauer,"Mo,Tu,Th,Fr 10:00-18:00; We 12:00-18:00; Sa,Su,PH off",Johannes Neugebauer,+43 664 5336008,,yes,yes,bicycle,,node/7843396022,,,,,,,,,,yes,,,,,yes,no,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3883268,48.1991962]}"
Feature,node/7865660090,,,,,,,Lechtal Sports GmbH,,,,,,yes,bicycle,https://www.lechtalsports.at,node/7865660090,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.4035351,47.2706012]}"
Feature,node/7868917619,Salzburg,1,5020,Aiglhofstraße,,hallo@fanzybikes.com,Fanzy Bikes,Mo-We 14:00-18:00; Th 14:00-22:00; Fr 10:00-12:00,Jakob Deutschmann,,,,yes,bicycle,https://www.fanzybikes.com,node/7868917619,,,,,,,,,,yes,,,,,yes,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0298503,47.8010861]}"
Feature,node/7891073659,,,,,2022-11-07,,Glanzrad,,,,,,,bicycle,,node/7891073659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4324923,47.0737165]}"
